round,date,num1,num2,num3,num4,num5,num6,bonus,winnernum,price,carryover
340,2007/4/26,4,10,13,31,35,42,7,3,125210000,0
339,2007/4/19,3,5,9,26,34,36,12,4,144870000,0
338,2007/4/12,8,10,25,31,39,40,35,1,200000000,200000000
337,2007/4/5,5,15,16,20,34,39,29,2,286730000,0
336,2007/3/29,3,6,13,17,20,29,11,1,200000000,100000000
335,2007/3/22,4,5,10,23,36,42,8,2,176760000,0
334,2007/3/15,11,14,17,18,34,36,23,5,127950000,0
333,2007/3/8,1,5,7,15,41,42,38,1,400000000,200000000
332,2007/3/1,7,8,16,24,26,34,19,1,200000000,200000000
331,2007/2/22,2,8,17,24,32,38,35,21,16620000,0
330,2007/2/15,5,12,16,19,28,39,34,5,69430000,0
329,2007/2/8,6,8,15,17,39,40,37,5,71020000,0
328,2007/2/1,3,7,10,12,19,36,35,7,49890000,0
327,2007/1/25,6,12,14,28,31,36,35,6,61980000,0
326,2007/1/18,1,7,9,14,23,43,19,6,60710000,0
325,2007/1/11,6,7,18,29,33,39,43,5,71890000,0
324,2007/1/4,5,13,27,37,39,41,36,4,64830000,0
323,2006/12/28,9,11,21,23,33,39,26,8,45430000,0
322,2006/12/21,18,19,22,25,35,42,36,3,144520000,0
321,2006/12/14,21,29,31,36,38,41,10,2,200000000,0
320,2006/12/7,1,5,25,27,38,41,9,4,91310000,0
319,2006/11/30,15,20,23,28,37,40,17,7,122100000,0
318,2006/11/23,2,7,13,16,36,37,41,0,0,400000000
317,2006/11/16,7,8,15,30,35,36,40,7,54350000,0
316,2006/11/9,3,4,20,30,40,41,31,4,97230000,0
315,2006/11/2,1,2,17,24,40,41,31,5,80560000,0
314,2006/10/26,3,8,14,30,38,43,6,4,100990000,0
313,2006/10/19,1,19,21,31,32,40,33,3,143880000,0
312,2006/10/12,2,17,22,29,38,42,16,10,89460000,0
311,2006/10/5,1,16,22,36,37,42,34,1,400000000,400000000
310,2006/9/28,3,4,5,18,28,37,26,1,400000000,200000000
309,2006/9/21,1,4,26,36,41,42,9,2,400000000,200000000
308,2006/9/14,3,13,18,20,23,28,35,0,0,400000000
307,2006/9/7,1,7,11,32,33,40,27,6,251100000,0
306,2006/8/31,1,20,25,28,31,42,2,0,0,600000000
305,2006/8/24,1,2,5,23,31,34,43,1,200000000,200000000
304,2006/8/17,3,7,8,15,17,31,27,7,105410000,0
303,2006/8/10,4,24,31,35,37,39,13,0,0,300000000
302,2006/8/3,2,4,13,23,38,40,24,2,177880000,0
301,2006/7/27,4,5,6,9,10,11,33,28,18470000,0
300,2006/7/20,4,7,29,33,36,39,9,1,400000000,100000000
299,2006/7/13,2,4,5,17,35,41,18,1,200000000,200000000
298,2006/7/6,12,25,29,31,35,40,26,5,175330000,0
297,2006/6/29,6,8,9,20,38,40,2,0,0,300000000
296,2006/6/22,4,19,27,30,31,37,10,4,86070000,0
295,2006/6/15,9,12,18,20,37,43,5,2,178470000,0
294,2006/6/8,2,5,13,14,17,20,21,3,192570000,0
293,2006/6/1,6,8,15,17,36,43,38,1,200000000,200000000
292,2006/5/25,7,14,27,31,34,39,40,6,58880000,0
291,2006/5/18,10,15,20,28,41,43,19,2,321480000,0
290,2006/5/11,11,13,15,17,22,43,8,1,200000000,200000000
289,2006/5/4,7,9,12,17,34,38,3,3,107380000,0
288,2006/4/27,3,4,11,25,28,33,35,11,81650000,0
287,2006/4/20,1,5,18,34,35,39,7,0,0,400000000
286,2006/4/13,10,11,14,28,31,41,3,5,75110000,0
285,2006/4/6,1,3,9,14,16,29,37,7,52460000,0
284,2006/3/30,20,26,30,33,35,38,4,6,215520000,0
283,2006/3/23,6,9,16,22,27,37,36,0,0,600000000
282,2006/3/16,1,9,17,31,41,43,23,1,200000000,200000000
281,2006/3/9,3,9,10,11,19,35,30,16,35300000,0
280,2006/3/2,6,12,26,37,38,39,25,1,200000000,100000000
279,2006/2/23,7,11,12,23,30,43,27,8,41770000,0
278,2006/2/16,9,13,14,17,22,38,33,4,146430000,0
277,2006/2/9,7,9,18,20,30,38,23,1,200000000,200000000
276,2006/2/2,6,11,27,30,33,36,34,2,161100000,0
275,2006/1/26,4,13,15,31,33,40,8,3,123320000,0
274,2006/1/19,4,5,14,27,31,39,6,6,58470000,0
273,2006/1/12,4,18,20,21,29,40,37,2,387920000,0
272,2006/1/5,7,12,13,20,23,26,41,0,0,300000000
271,2005/12/29,9,10,19,25,40,41,8,2,181180000,0
270,2005/12/22,17,19,21,29,33,38,30,4,85350000,0
269,2005/12/15,1,10,13,15,21,23,36,3,116590000,0
268,2005/12/8,3,6,8,14,24,36,15,5,65170000,0
267,2005/12/1,3,5,8,22,35,38,41,6,58510000,0
266,2005/11/24,11,15,18,24,30,39,7,8,40410000,0
265,2005/11/17,2,3,16,22,23,28,40,5,242160000,0
264,2005/11/10,2,5,6,8,20,27,43,0,0,500000000
263,2005/11/3,1,5,13,22,39,41,4,1,200000000,100000000
262,2005/10/27,5,7,11,19,21,25,27,5,62630000,0
261,2005/10/20,6,17,18,21,35,41,32,6,54810000,0
260,2005/10/13,11,15,21,31,37,41,30,9,34540000,0
259,2005/10/6,1,12,15,23,34,42,27,21,22910000,0
258,2005/9/29,3,15,16,17,25,31,40,1,200000000,100000000
257,2005/9/22,7,15,29,30,39,40,11,2,157890000,0
256,2005/9/15,15,17,18,28,30,37,40,2,151370000,0
255,2005/9/8,6,7,12,17,34,42,8,4,80320000,0
254,2005/9/1,12,13,22,23,25,29,40,4,121920000,0
253,2005/8/25,15,16,19,22,36,43,13,1,200000000,100000000
252,2005/8/18,2,6,13,22,32,33,12,3,102820000,0
251,2005/8/11,2,12,19,25,29,36,26,4,73940000,0
250,2005/8/4,3,8,9,13,22,42,11,3,102350000,0
249,2005/7/28,1,3,17,23,33,35,18,3,104650000,0
248,2005/7/21,11,32,35,36,39,41,6,3,102050000,0
247,2005/7/14,8,16,30,32,34,39,13,2,163480000,0
246,2005/7/7,16,28,32,34,39,42,38,2,173660000,0
245,2005/6/30,3,6,18,24,28,36,21,7,41990000,0
244,2005/6/23,11,12,30,36,38,39,37,2,166560000,0
243,2005/6/16,5,34,35,38,42,43,8,2,400000000,0
242,2005/6/9,1,10,13,22,29,32,38,0,0,300000000
241,2005/6/2,8,14,27,33,36,40,20,4,73980000,0
240,2005/5/26,11,15,26,31,36,39,12,3,99490000,0
239,2005/5/19,4,9,18,30,31,40,24,7,41390000,0
238,2005/5/12,5,10,15,20,33,37,30,4,82060000,0
237,2005/5/5,1,3,11,13,27,37,30,3,92750000,0
236,2005/4/28,1,8,9,14,34,38,4,2,170370000,0
235,2005/4/21,6,21,23,24,28,39,38,3,107700000,0
234,2005/4/14,11,17,24,26,27,30,19,3,110800000,0
233,2005/4/7,6,18,26,40,41,42,9,3,252070000,0
232,2005/3/31,1,5,7,26,39,43,32,0,0,300000000
231,2005/3/24,1,4,6,16,18,43,41,4,78090000,0
230,2005/3/17,4,9,18,31,36,42,34,167,1810000,0
229,2005/3/10,8,16,21,24,27,36,20,3,103010000,0
228,2005/3/3,5,8,17,26,36,39,34,4,75750000,0
227,2005/2/24,6,13,17,29,32,36,35,9,59350000,0
226,2005/2/17,8,26,36,40,42,43,21,1,200000000,200000000
225,2005/2/10,9,11,21,31,35,38,13,4,127130000,0
224,2005/2/3,12,17,18,19,30,35,13,1,200000000,100000000
223,2005/1/27,7,9,19,26,30,32,3,4,84930000,0
222,2005/1/20,4,14,15,22,29,31,20,4,84870000,0
221,2005/1/13,8,27,30,31,38,42,13,3,320380000,0
220,2005/1/6,23,25,26,29,33,37,40,0,0,400000000
219,2004/12/30,27,28,29,34,35,39,33,1,200000000,100000000
218,2004/12/23,8,10,18,22,31,36,4,5,55480000,0
217,2004/12/16,8,19,23,27,29,39,28,4,74450000,0
216,2004/12/9,9,21,29,33,35,41,27,3,108830000,0
215,2004/12/2,1,4,13,18,22,31,30,4,80650000,0
214,2004/11/25,4,7,9,11,20,36,32,3,155940000,0
213,2004/11/18,4,7,18,26,29,43,8,1,200000000,100000000
212,2004/11/11,1,11,17,32,35,39,20,2,241840000,0
211,2004/11/4,10,14,23,26,33,36,24,1,200000000,100000000
210,2004/10/28,1,6,21,22,37,40,19,2,390780000,0
209,2004/10/21,8,27,30,35,40,41,9,0,0,300000000
208,2004/10/14,18,24,29,32,35,39,23,2,332830000,0
207,2004/10/7,17,21,23,30,31,34,5,0,0,300000000
206,2004/9/30,1,3,16,22,41,43,13,2,148160000,0
205,2004/9/23,4,7,9,16,18,34,26,3,87670000,0
204,2004/9/16,2,17,20,25,39,42,30,2,150340000,0
203,2004/9/9,12,18,20,27,35,37,39,3,97540000,0
202,2004/9/2,9,18,26,28,33,40,10,2,212100000,0
201,2004/8/26,10,13,16,17,24,39,43,1,200000000,100000000
200,2004/8/19,4,7,11,19,25,28,2,6,42900000,0
199,2004/8/12,3,14,24,25,33,36,41,16,25200000,0
198,2004/8/5,4,5,6,17,20,42,10,1,200000000,100000000
197,2004/7/29,9,10,17,22,28,30,19,7,37490000,0
196,2004/7/22,4,5,11,16,30,33,14,5,57120000,0
195,2004/7/15,5,10,12,22,26,41,19,2,149100000,0
194,2004/7/8,4,11,12,21,36,38,37,3,249320000,0
193,2004/7/1,3,4,18,31,40,43,22,0,0,300000000
192,2004/6/24,3,7,19,27,39,41,10,12,70100000,0
191,2004/6/17,4,7,25,27,34,43,35,0,0,400000000
190,2004/6/10,17,23,30,31,39,43,42,1,400000000,60000000
189,2004/6/3,3,32,35,36,39,40,5,1,200000000,100000000
188,2004/5/27,3,8,18,25,26,39,38,10,27660000,0
187,2004/5/20,12,21,22,27,39,40,25,4,111900000,0
186,2004/5/13,7,16,18,33,36,41,4,1,200000000,100000000
185,2004/5/6,8,13,14,18,35,41,33,2,149620000,0
184,2004/4/29,5,7,23,31,39,42,19,3,252440000,0
183,2004/4/22,14,29,31,36,38,40,33,0,0,300000000
182,2004/4/15,22,23,28,37,40,43,30,3,108360000,0
181,2004/4/8,1,2,7,21,29,30,23,4,78000000,0
180,2004/4/1,4,10,11,12,20,36,28,2,136450000,0
179,2004/3/25,3,6,11,13,15,16,23,3,95430000,0
178,2004/3/18,10,22,27,30,36,39,4,6,47740000,0
177,2004/3/11,6,18,19,30,36,41,27,4,74870000,0
176,2004/3/4,8,19,25,31,34,37,30,5,62010000,0
175,2004/2/26,2,3,10,22,28,40,43,2,244240000,0
174,2004/2/19,2,9,16,36,38,42,6,1,200000000,100000000
173,2004/2/12,6,10,22,30,31,35,18,7,43030000,0
172,2004/2/5,10,11,22,23,33,34,27,9,33740000,0
171,2004/1/29,5,6,17,23,32,33,39,6,51410000,0
170,2004/1/22,10,12,15,17,30,31,6,4,75230000,0
169,2004/1/15,3,15,17,19,26,36,39,3,176290000,0
168,2004/1/8,1,6,31,32,36,39,42,1,200000000,200000000
167,2003/12/25,10,14,17,19,29,42,2,3,174050000,0
166,2003/12/18,14,18,20,28,34,38,17,1,200000000,100000000
165,2003/12/11,9,11,16,21,25,36,10,2,146950000,0
164,2003/12/4,1,2,13,14,35,38,32,5,66330000,0
163,2003/11/27,2,3,11,17,24,34,28,5,142050000,0
162,2003/11/20,3,22,25,30,33,37,35,0,0,300000000
161,2003/11/13,23,26,28,33,38,42,8,3,113800000,0
160,2003/11/6,4,10,20,30,31,32,26,2,380260000,0
159,2003/10/30,12,23,30,31,38,42,6,0,0,300000000
158,2003/10/23,1,6,12,35,37,38,30,2,328560000,0
157,2003/10/16,5,8,17,19,25,27,21,1,400000000,300000000
156,2003/10/9,6,20,22,29,30,35,39,0,0,300000000
155,2003/10/2,5,6,7,18,22,27,41,6,42280000,0
154,2003/9/25,7,9,18,26,27,38,14,7,35010000,0
153,2003/9/18,4,7,8,12,25,26,41,6,43090000,0
152,2003/9/11,4,8,12,16,31,33,17,5,55080000,0
151,2003/9/4,3,8,17,25,28,32,27,7,39220000,0
150,2003/8/28,10,11,18,20,31,43,27,2,149820000,0
149,2003/8/21,8,9,13,20,33,37,19,3,95560000,0
148,2003/8/14,3,16,18,20,28,29,9,3,119120000,0
147,2003/8/7,16,18,20,29,30,38,27,1,200000000,100000000
146,2003/7/31,7,17,27,36,37,39,4,21,13940000,0
145,2003/7/24,1,4,10,21,23,38,7,2,360490000,0
144,2003/7/17,1,16,19,33,38,41,43,0,0,300000000
143,2003/7/10,17,21,22,27,33,41,43,2,149820000,0
142,2003/7/3,2,16,22,27,29,39,38,4,76210000,0
141,2003/6/26,8,9,14,24,32,39,30,5,60720000,0
140,2003/6/19,17,19,29,37,39,40,10,2,146130000,0
139,2003/6/12,10,21,22,28,37,41,12,3,95220000,0
138,2003/6/5,7,9,10,16,23,29,18,2,146220000,0
137,2003/5/29,10,13,20,22,25,42,14,3,103960000,0
136,2003/5/22,3,13,26,31,32,39,1,2,155570000,0
135,2003/5/15,7,13,30,33,35,36,11,2,161140000,0
134,2003/5/8,2,6,11,14,18,19,21,5,93700000,0
133,2003/5/1,17,24,26,35,40,41,16,1,200000000,100000000
132,2003/4/24,3,18,23,31,32,37,1,4,236250000,0
131,2003/4/17,6,30,33,34,40,43,1,0,0,500000000
130,2003/4/10,22,30,31,34,38,39,2,1,400000000,100000000
129,2003/4/3,6,18,25,26,30,42,24,1,200000000,100000000
128,2003/3/27,6,10,18,20,29,39,21,3,140900000,0
127,2003/3/20,14,16,21,26,37,40,3,1,400000000,70000000
126,2003/3/13,5,6,9,10,21,38,20,1,200000000,100000000
125,2003/3/6,11,15,19,30,36,41,10,6,121120000,0
124,2003/2/27,4,17,23,30,39,40,28,0,0,300000000
123,2003/2/20,14,21,26,28,29,31,8,3,244260000,0
122,2003/2/13,19,20,21,25,33,42,41,1,400000000,300000000
121,2003/2/6,3,8,10,22,28,41,35,0,0,300000000
120,2003/1/30,15,18,22,25,36,40,14,2,143790000,0
119,2003/1/23,3,4,11,12,15,30,17,5,52450000,0
118,2003/1/16,9,13,21,30,32,37,20,7,43280000,0
117,2003/1/9,5,7,19,20,38,43,4,2,228450000,0
116,2002/12/26,8,10,15,16,26,31,42,1,200000000,100000000
115,2002/12/19,8,9,11,27,37,39,18,3,87700000,0
114,2002/12/12,7,13,14,29,38,42,9,3,96070000,0
113,2002/12/5,3,17,27,29,30,42,6,1,400000000,0
112,2002/11/28,16,18,23,25,29,30,41,1,200000000,100000000
111,2002/11/21,11,15,21,31,32,43,24,6,135840000,0
110,2002/11/14,5,6,8,19,37,41,9,0,0,400000000
109,2002/11/7,2,5,12,18,30,41,24,1,200000000,70000000
108,2002/10/31,9,22,23,25,34,37,8,4,84240000,0
107,2002/10/24,4,5,11,12,28,32,37,1,200000000,50000000
106,2002/10/17,8,11,21,22,25,27,26,2,128250000,0
105,2002/10/10,1,9,14,22,25,34,18,2,137020000,0
104,2002/10/3,1,11,17,26,28,35,12,6,42080000,0
103,2002/9/26,1,16,17,27,29,34,39,3,89200000,0
102,2002/9/19,4,5,18,27,35,36,41,4,103920000,0
101,2002/9/12,21,27,29,30,36,40,23,1,200000000,100000000
100,2002/9/5,6,8,11,14,31,33,23,11,38560000,0
99,2002/8/29,5,9,12,28,29,39,27,1,400000000,100000000
98,2002/8/22,7,16,34,37,38,39,8,1,400000000,200000000
97,2002/8/15,4,10,17,34,35,42,43,0,0,200000000
96,2002/8/8,1,13,15,34,36,43,37,2,128990000,0
95,2002/8/1,2,3,12,15,25,27,33,5,43830000,0
94,2002/7/25,11,16,17,18,29,40,9,3,129040000,0
93,2002/7/18,10,23,33,36,37,41,28,1,200000000,100000000
92,2002/7/11,5,17,20,24,28,40,16,2,327320000,0
91,2002/7/4,13,15,17,26,41,43,6,0,0,300000000
90,2002/6/27,13,15,17,18,30,32,9,2,138030000,0
89,2002/6/20,3,13,23,30,35,43,21,7,37730000,0
88,2002/6/13,5,6,8,20,21,26,30,4,64720000,0
87,2002/6/6,3,8,12,36,39,41,10,3,91410000,0
86,2002/5/30,3,7,16,24,29,36,26,14,42350000,0
85,2002/5/23,5,13,18,22,23,32,28,0,0,200000000
84,2002/5/16,17,19,26,28,35,37,40,17,15690000,0
83,2002/5/9,1,16,21,28,35,37,30,1,338040000,0
82,2002/5/2,10,12,19,25,26,39,28,1,200000000,50000000
81,2002/4/25,1,11,15,23,26,27,41,3,82110000,0
80,2002/4/18,1,4,12,16,19,34,18,1,361170000,0
79,2002/4/11,20,22,27,32,36,43,23,1,200000000,80000000
78,2002/4/4,5,14,23,32,33,43,37,7,38850000,0
77,2002/3/28,5,10,15,28,37,38,13,3,86320000,0
76,2002/3/21,1,10,12,16,20,35,29,3,82360000,0
75,2002/3/14,2,4,9,19,23,31,18,3,87270000,0
74,2002/3/7,3,14,27,28,40,43,39,3,216690000,0
73,2002/2/28,1,6,15,19,27,36,25,0,0,300000000
72,2002/2/21,10,12,24,29,33,37,34,3,89050000,0
71,2002/2/14,1,10,11,13,19,20,3,3,93390000,0
70,2002/2/7,6,11,20,23,24,31,17,1,381470000,0
69,2002/1/31,1,9,31,35,40,41,14,1,200000000,80000000
68,2002/1/24,16,23,30,35,37,39,38,4,65070000,0
67,2002/1/17,1,4,6,11,18,25,3,5,47130000,0
66,2002/1/10,7,15,17,30,33,35,14,6,45890000,0
65,2001/12/27,2,10,22,23,31,43,28,2,138820000,0
64,2001/12/20,2,14,19,22,32,41,9,4,63570000,0
63,2001/12/13,11,16,20,28,34,40,22,3,86090000,0
62,2001/12/6,2,3,9,12,15,30,42,5,47590000,0
61,2001/11/29,4,8,22,25,27,28,6,1,338400000,0
60,2001/11/22,20,21,23,28,30,42,29,1,200000000,80000000
59,2001/11/15,9,15,17,30,32,41,31,3,87560000,0
58,2001/11/8,4,8,9,13,16,25,28,2,116830000,0
57,2001/11/1,2,14,22,27,35,42,34,14,17750000,0
56,2001/10/25,10,13,25,31,32,42,40,2,293590000,0
55,2001/10/18,11,12,13,14,37,39,28,0,0,300000000
54,2001/10/11,14,25,26,31,37,42,7,1,200000000,20000000
53,2001/10/4,2,15,23,37,40,43,25,6,36510000,0
52,2001/9/27,1,16,24,25,36,42,21,3,72300000,0
51,2001/9/20,7,15,24,37,38,41,34,7,29180000,0
50,2001/9/13,5,13,15,25,27,39,40,4,48420000,0
49,2001/9/6,2,13,21,31,32,41,35,2,118590000,0
48,2001/8/30,2,5,28,30,33,40,26,3,76260000,0
47,2001/8/23,3,11,14,25,27,31,22,5,400020000,0
46,2001/8/16,11,14,21,24,25,42,41,2,111750000,0
45,2001/8/9,7,9,28,32,36,38,8,1,200000000,100000000
44,2001/8/2,3,16,24,31,34,42,36,3,74420000,0
43,2001/7/26,1,2,3,15,24,26,27,3,75840000,0
42,2001/7/19,4,15,21,24,33,37,9,2,134390000,0
41,2001/7/12,18,21,27,33,36,38,23,1,200000000,400000000
40,2001/7/5,5,17,25,34,38,39,2,2,118540000,0
39,2001/6/28,10,18,22,25,39,42,17,8,67310000,0
38,2001/6/21,2,9,26,27,34,43,42,0,0,200000000
37,2001/6/14,3,5,9,17,21,41,26,3,88170000,0
36,2001/6/7,1,16,20,23,30,40,17,1,200000000,40000000
35,2001/5/31,3,5,13,30,32,41,28,1,282370000,0
34,2001/5/24,2,20,25,30,37,40,10,1,200000000,40000000
33,2001/5/17,8,17,22,25,29,41,13,2,117950000,0
32,2001/5/10,3,6,7,23,29,41,33,2,122160000,0
31,2001/5/3,7,18,22,25,28,43,4,3,176670000,0
30,2001/4/26,4,16,17,19,26,37,8,0,0,300000000
29,2001/4/19,8,12,20,35,37,40,33,9,57330000,0
28,2001/4/12,6,11,15,20,31,41,7,0,0,200000000
27,2001/4/5,4,8,20,30,33,38,10,1,282180000,0
26,2001/3/29,3,4,11,12,13,43,22,1,200000000,30000000
25,2001/3/22,11,32,34,37,40,43,8,2,147440000,0
24,2001/3/15,15,18,19,30,36,38,13,1,200000000,400000000
23,2001/3/8,7,10,28,32,33,40,13,2,123830000,0
22,2001/3/1,8,12,16,19,20,35,41,2,246910000,0
21,2001/2/22,5,7,13,19,38,41,42,0,0,200000000
20,2001/2/15,7,29,33,35,37,39,19,2,123070000,0
19,2001/2/8,4,8,12,30,33,43,14,2,125270000,0
18,2001/2/1,6,16,18,27,36,41,33,4,130210000,0
17,2001/1/25,14,20,25,34,35,36,11,0,0,200000000
16,2001/1/18,5,12,13,29,34,35,30,4,114690000,0
15,2001/1/11,4,6,11,20,21,28,36,0,0,200000000
14,2001/1/4,2,8,11,35,37,38,43,1,141840000,0
13,2000/12/28,13,29,31,37,41,42,17,3,90070000,0
12,2000/12/21,14,17,27,28,35,39,22,1,400000000,300000000
11,2000/12/14,12,26,32,37,40,42,16,1,400000000,200000000
10,2000/12/7,1,3,19,21,35,39,26,0,0,300000000
9,2000/11/30,11,19,23,38,39,42,15,1,400000000,60000000
8,2000/11/23,11,16,18,20,42,43,28,0,0,200000000
7,2000/11/16,7,19,21,23,33,35,26,1,348640000,0
6,2000/11/9,6,12,23,25,28,38,22,1,400000000,100000000
5,2000/11/2,9,15,21,23,27,28,43,0,0,300000000
4,2000/10/26,16,18,26,27,34,40,13,0,0,100000000
3,2000/10/19,1,5,15,31,36,38,13,2,121340000,0
2,2000/10/12,1,9,16,20,21,43,5,0,0,100000000
1,2000/10/5,2,8,10,13,27,30,39,2,45510000,0
